Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-01-08,FAIRCHEMOR,EQ,659.45,684.9,694.0,620.1,628.0,624.75,647.46,65504,4241107240000.0,1398,51179,0.7813
2021-01-11,FAIRCHEMOR,EQ,624.75,648.0,648.0,601.2,614.7,605.95,615.5,44743,2753938625000.0,1008,34198,0.7643000000000001
2021-01-12,FAIRCHEMOR,EQ,605.95,618.1,618.2,600.0,612.0,609.4,607.69,20532,1247703760000.0,647,16436,0.8005
2021-01-13,FAIRCHEMOR,EQ,609.4,620.0,625.0,600.05,605.5,602.85,603.88,29013,1752049664999.9998,688,24844,0.8563
