Date,Open,High,Low,Close,Volume,Returns,Anomaly
2011-12-14,159.8,159.8,141.0,145.7,95534.0,,1.0
2011-12-15,140.05,145.0,140.05,142.0,5780.0,-0.02539464653397383,1.0
2011-12-16,144.6,146.85,137.95,140.6,3776.0,-0.009859154929577452,1.0
2011-12-19,132.05,143.5,132.05,137.05,1369.0,-0.025248933143669827,1.0
2011-12-20,137.0,140.0,136.0,136.0,468.0,-0.00766143743159442,1.0
2011-12-21,138.5,138.5,133.0,133.55,303.0,-0.018014705882352877,1.0
2011-12-22,132.0,134.45,131.6,131.65,3870.0,-0.014226881317858542,1.0
2011-12-23,134.45,139.5,133.1,133.2,4002.0,0.011773642233193993,1.0
2011-12-26,137.0,137.0,134.0,136.95,126.0,0.028153153153153143,1.0
2011-12-27,138.9,139.0,132.55,137.45,32889.0,0.003650967506389158,1.0
2011-12-28,139.8,139.8,134.35,134.8,9.0,-0.019279738086576792,1.0
2011-12-29,137.05,140.0,132.5,136.45,145114.0,0.012240356083085935,1.0
2011-12-30,136.0,144.0,136.0,140.45,10885.0,0.029314767314034373,1.0
2012-01-02,139.75,139.75,139.45,139.45,625.0,-0.007119971520113899,1.0
2012-01-03,139.5,139.75,135.55,137.5,7752.0,-0.013983506633201803,1.0
2012-01-04,139.8,147.85,135.0,138.25,1018.0,0.005454545454545379,1.0
2012-01-05,139.85,139.85,136.35,139.0,520.0,0.005424954792043302,1.0
2012-01-06,132.7,139.45,132.7,139.0,194.0,0.0,1.0
2012-01-09,135.0,138.0,134.85,135.4,540.0,-0.025899280575539474,1.0
2012-01-10,139.0,144.75,136.5,140.3,27665.0,0.03618906942392908,1.0
2012-01-11,135.65,140.0,135.65,139.75,6077.0,-0.003920171062010036,1.0
2012-01-12,115.9,139.0,115.9,132.2,9390.0,-0.054025044722719184,1.0
2012-01-13,135.0,138.0,135.0,135.0,1310.0,0.021180030257186067,1.0
2012-01-16,138.5,138.5,134.0,134.0,101.0,-0.007407407407407418,1.0
2012-01-18,135.0,135.0,135.0,135.0,100.0,0.00746268656716409,1.0
2012-01-19,132.05,135.75,132.05,135.55,165.0,0.004074074074074119,1.0
2012-01-20,132.5,138.5,132.5,138.5,14613.0,0.02176318701586122,1.0
2012-01-23,138.0,138.0,133.1,133.3,4.0,-0.03754512635379048,1.0
2012-01-24,138.0,138.0,135.0,136.45,2302.0,0.02363090772693166,1.0
2012-01-25,126.7,158.4,126.5,149.8,34698.0,0.09783803591059015,1.0
2012-01-27,153.0,164.25,153.0,159.6,25241.0,0.06542056074766345,1.0
2012-01-30,155.0,157.0,146.35,156.9,4466.0,-0.016917293233082664,1.0
2012-01-31,155.0,160.0,155.0,158.85,5201.0,0.01242829827915859,1.0
2012-02-01,155.0,157.05,148.15,155.95,556.0,-0.018256216556499893,1.0
2012-02-02,153.0,154.0,151.1,152.0,188.0,-0.025328630971465094,1.0
2012-02-03,150.5,152.9,150.1,152.9,1000.0,0.005921052631578938,1.0
2012-02-06,157.0,160.0,151.0,153.8,18726.0,0.005886200130804431,1.0
