Date,Open,High,Low,Close,Volume,Returns,Anomaly
2007-04-23,1650.0,1725.0,1508.0,1620.1,5932.0,,1.0
2007-04-24,1615.0,1650.0,1609.0,1640.35,838.0,0.012499228442688803,1.0
2007-04-25,1640.0,1640.0,1620.85,1625.4,134.0,-0.009113908617063293,1.0
2007-04-26,1650.2,1740.0,1623.05,1630.25,4817.0,0.0029838808908575487,1.0
2007-04-27,1631.15,1657.0,1624.05,1635.75,760.0,0.0033737156877780006,1.0
2007-04-30,1630.0,1638.0,1620.0,1638.0,513.0,0.0013755158184318717,1.0
2007-05-03,1700.0,1710.0,1652.0,1657.7,75.0,0.012026862026861984,1.0
2007-05-04,1695.0,1725.0,1681.05,1688.15,210.0,0.018368824274597406,1.0
2007-05-07,1697.0,1725.0,1678.0,1723.6,5513.0,0.020999318780913878,1.0
2007-05-08,1747.0,1850.0,1745.95,1828.85,1359.0,0.06106405198421916,1.0
2007-05-09,1830.0,1874.0,1775.0,1782.85,194.0,-0.02515241818629188,1.0
2007-05-10,1800.0,1830.0,1775.0,1810.55,729.0,0.015536921221639632,1.0
2007-05-11,1849.0,1878.0,1731.15,1874.35,987.0,0.035237911131976496,1.0
2007-05-14,1900.0,1920.0,1885.0,1899.85,567.0,0.013604716301651276,1.0
2007-05-15,1890.0,1890.0,1852.05,1865.25,38.0,-0.01821196410242909,1.0
2007-05-16,1899.95,1950.0,1795.05,1915.65,914.0,0.027020506634499508,1.0
2007-05-17,1900.0,1929.9,1890.0,1892.7,225.0,-0.011980267794221344,1.0
2007-05-18,1890.0,1900.0,1860.0,1863.3,99.0,-0.015533365034078317,1.0
2007-05-21,1855.05,1928.0,1855.05,1925.75,809.0,0.03351580529168685,1.0
2007-05-22,1876.05,1925.0,1876.05,1925.0,188.0,-0.00038945865247308475,1.0
2007-05-23,1931.4,1980.0,1910.0,1926.4,300.0,0.0007272727272726875,1.0
2007-05-24,1940.0,1970.0,1896.0,1963.0,472.0,0.018999169435215846,1.0
2007-05-25,1905.05,1950.0,1905.05,1947.9,310.0,-0.007692307692307665,1.0
2007-05-28,1950.0,1974.0,1920.0,1920.0,27.0,-0.014323117203141944,1.0
2007-05-29,1921.35,1944.0,1921.35,1926.75,70.0,0.003515624999999911,1.0
2007-05-30,1969.9,2020.0,1969.9,1990.0,60.0,0.03282729985727251,1.0
2007-05-31,1960.0,2000.0,1921.15,1998.9,206.0,0.0044723618090452,1.0
2007-06-01,1990.0,2025.0,1955.0,2013.05,388.0,0.0070788933913652485,1.0
2007-06-04,2040.0,2040.0,1980.0,1980.0,306.0,-0.016417873376220138,1.0
2007-06-05,1994.95,1995.0,1905.0,1941.8,786.0,-0.01929292929292936,1.0
2007-06-06,2018.95,2038.7,1860.0,1874.2,709.0,-0.03481306004737872,1.0
2007-06-07,1859.0,1891.85,1826.1,1834.8,206.0,-0.02102230284921569,1.0
2007-06-08,1810.0,1900.0,1810.0,1837.45,234.0,0.0014442991061696109,1.0
2007-06-11,1810.35,1836.0,1810.35,1836.0,25.0,-0.0007891371193774477,1.0
2007-06-12,1781.35,1834.0,1781.35,1800.0,51.0,-0.019607843137254943,1.0
2007-06-13,1795.0,1795.0,1760.0,1760.15,83.0,-0.02213888888888882,1.0
2007-06-14,1798.9,1800.0,1765.0,1795.9,335.0,0.020310768968553772,1.0
2007-06-15,1779.5,1849.9,1770.0,1831.15,540.0,0.019628041650425976,1.0
2007-06-18,1849.0,1849.0,1800.0,1800.45,99.0,-0.016765420637304462,1.0
2007-06-19,1795.0,1821.0,1795.0,1821.0,25.0,0.01141381321336321,1.0
2007-06-20,1858.0,1866.0,1825.5,1825.5,129.0,0.0024711696869852418,1.0
2007-06-21,1861.0,1905.0,1840.0,1900.7,1336.0,0.041194193371679066,1.0
2007-06-22,1942.0,1942.9,1910.0,1919.0,99.0,0.009628031777766166,1.0
2007-06-25,1950.0,2014.0,1917.2,1999.95,1363.0,0.04218342886920268,1.0
2007-06-26,2000.0,2070.0,1989.0,2048.9,773.0,0.024475611890297344,1.0
2007-06-27,2050.0,2100.0,1995.0,2045.1,768.0,-0.0018546537166285182,1.0
2007-06-28,2024.0,2030.0,2000.0,2018.7,203.0,-0.012908904210062966,1.0
2007-06-29,2020.0,2065.0,2000.0,2054.15,5523.0,0.017560806459602674,1.0
2007-07-02,2080.0,2080.0,2040.0,2063.55,719.0,0.004576102037339158,1.0
2007-07-03,2050.0,2051.0,2025.0,2050.3,37.0,-0.006420973564972954,1.0
2007-07-04,2000.0,2056.0,1950.0,2051.7,144.0,0.0006828269033798406,1.0
2007-07-05,1976.35,2050.0,1976.35,2048.95,2558.0,-0.0013403519032997302,1.0
2007-07-06,2049.0,2050.0,2044.0,2045.0,2566.0,-0.0019278166865954738,1.0
2007-07-09,2041.0,2049.0,2041.0,2048.95,2500.0,0.0019315403422981436,1.0
2007-07-10,2049.0,2060.0,2025.0,2043.0,960.0,-0.002903926401327417,1.0
2007-07-11,2030.0,2030.0,1982.0,2014.05,175.0,-0.014170337738619754,1.0
2007-07-12,2050.0,2050.0,2000.0,2015.0,28.0,0.0004716864030187562,1.0
2007-07-13,2045.0,2100.0,1985.0,2091.4,4121.0,0.0379156327543424,1.0
2007-07-16,2005.15,2100.0,1998.0,2063.55,3692.0,-0.013316438749163217,1.0
2007-07-17,2150.0,2150.0,2050.0,2050.0,144.0,-0.006566354098519578,1.0
2007-07-18,2074.0,2074.0,2029.0,2038.9,56.0,-0.005414634146341468,1.0
2007-07-19,2035.0,2080.0,2005.0,2061.15,2269.0,0.010912747069498296,1.0
2007-07-20,2150.0,2150.0,1720.0,2038.25,7891.0,-0.011110302501031066,1.0
2007-07-23,1932.0,2058.0,1932.0,2035.0,59.0,-0.0015945050901509106,1.0
2007-07-24,2010.0,2068.95,2010.0,2010.0,563.0,-0.012285012285012331,1.0
2007-07-25,2008.0,2060.0,2008.0,2052.45,98.0,0.02111940298507453,1.0
2007-07-26,2010.0,2018.35,2010.0,2017.15,30.0,-0.01719895734366228,1.0
2007-07-27,2000.0,2040.0,1975.0,1980.0,103.0,-0.018417073593932076,1.0
2007-07-30,2010.0,2040.0,2010.0,2013.0,69.0,0.016666666666666607,1.0
2007-07-31,1992.9,2040.0,1990.0,2040.0,41.0,0.013412816691505292,1.0
2007-08-01,2024.0,2024.0,2000.0,2005.0,940.0,-0.01715686274509809,1.0
2007-08-02,2005.0,2025.0,1756.3,2004.95,44596.0,-2.4937655860313157e-05,1.0
