Date,P/E,P/B,Div Yield
2021-01-01,41.82,4.39,1.06
2021-01-04,42.48,4.46,1.04
2021-01-05,43.17,4.53,1.02
2021-01-06,43.09,4.52,1.03
2021-01-07,43.26,4.54,1.02
2021-01-08,43.82,4.6,1.01
2021-01-11,43.95,4.61,1.01
2021-01-12,43.83,4.6,1.01
2021-01-13,43.56,4.57,1.01
2021-01-14,43.77,4.6,1.01
