Date,P/E,P/B,Div Yield
2021-01-01,205.4,2.26,1.57
2021-01-04,209.55,2.3,1.54
2021-01-05,211.45,2.32,1.53
2021-01-06,213.18,2.34,1.51
2021-01-07,217.62,2.39,1.48
2021-01-08,220.0,2.42,1.47
2021-01-11,219.21,2.41,1.47
2021-01-12,221.55,2.43,1.46
2021-01-13,220.09,2.42,1.47
2021-01-14,220.28,2.42,1.46
