Date,Open,High,Low,Close,Volume,Turnover
2021-01-01,17002.4,17011.35,16922.3,16976.2,77853373,17936800000.0
2021-01-04,17096.15,17193.95,16969.3,17176.15,162406457,41303000000.0
2021-01-05,17058.8,17087.85,16926.25,17070.55,167619275,40035300000.0
2021-01-06,17168.4,17272.35,16952.7,17097.85,256615160,71765100000.0
2021-01-07,17206.4,17283.7,16998.15,17042.75,171937653,50150800000.0
2021-01-08,17166.8,17273.35,17126.5,17255.15,212198710,52209399999.99999
2021-01-11,17336.5,17345.3,17051.35,17108.55,158936225,48615500000.0
2021-01-12,17140.3,17376.9,17092.3,17329.6,244395674,67690600000.00001
2021-01-13,17425.4,17615.45,17229.05,17430.15,271408090,61311500000.0
