Date,P/E,P/B,Div Yield
2021-01-01,38.95,4.02,1.12
2021-01-04,39.31,4.06,1.11
2021-01-05,39.55,4.08,1.11
2021-01-06,39.41,4.07,1.11
2021-01-07,39.41,4.07,1.11
2021-01-08,39.99,4.13,1.09
2021-01-11,40.24,4.17,1.08
2021-01-12,40.41,4.18,1.08
2021-01-13,40.38,4.18,1.08
2021-01-14,40.48,4.19,1.08
