Date,Open,High,Low,Close,Volume,Turnover
2021-01-01,32608.95,32807.65,32554.35,32765.95,354161209,55710600000.00001
2021-01-04,32998.95,33347.85,32805.3,33281.65,395945593,80398500000.0
2021-01-05,33219.8,33895.9,32986.15,33818.75,341021632,99866900000.0
2021-01-06,33951.2,34068.8,33376.25,33755.5,424441455,121006900000.0
2021-01-07,34074.5,34138.75,33826.3,33889.35,277306833,89928300000.0
2021-01-08,34124.1,34364.25,34075.2,34331.05,273434525,98893799999.99998
2021-01-11,34566.95,34570.65,34143.6,34458.6,241771508,85724000000.0
2021-01-12,34462.85,34563.45,34299.05,34363.2,449979738,102894200000.0
2021-01-13,34543.05,34644.3,33756.8,34156.0,533212848,108346600000.0
