Date,P/E,P/B,Div Yield
2021-01-01,158.09,8.26,0.48
2021-01-04,159.9,8.35,0.48
2021-01-05,161.24,8.42,0.47
2021-01-06,161.51,8.44,0.47
2021-01-07,162.57,8.49,0.47
2021-01-08,162.98,8.52,0.47
2021-01-11,162.03,8.47,0.47
2021-01-12,161.67,8.45,0.47
2021-01-13,160.33,8.38,0.48
2021-01-14,161.21,8.43,0.47
