Date,P/E,P/B,Div Yield
2021-01-01,38.55,3.97,1.13
2021-01-04,38.87,4.01,1.12
2021-01-05,39.05,4.02,1.12
2021-01-06,38.9,4.01,1.12
2021-01-07,38.88,4.01,1.12
2021-01-08,39.45,4.07,1.11
2021-01-11,39.72,4.1,1.1
2021-01-12,39.94,4.13,1.09
2021-01-13,39.94,4.13,1.09
2021-01-14,40.03,4.14,1.09
