Date,Open,High,Low,Close,Volume,Turnover
2021-01-01,272.65,272.65,271.6,272.2,,
2021-01-04,270.6,273.45,269.75,270.05,,
2021-01-05,271.2,271.65,268.5,268.8,,
2021-01-06,268.05,271.85,268.05,269.85,,
2021-01-07,267.8,270.3,267.8,270.0,,
2021-01-08,267.75,268.4,265.65,266.05,,
2021-01-11,263.75,265.45,263.35,263.55,,
2021-01-12,263.8,264.45,261.65,262.15,,
2021-01-13,260.8,264.45,260.55,262.15,,
