Date,P/E,P/B,Div Yield
2021-01-01,44.5,3.74,1.2
2021-01-04,44.95,3.77,1.19
2021-01-05,45.24,3.8,1.18
2021-01-06,45.13,3.79,1.19
2021-01-07,45.24,3.8,1.18
2021-01-08,45.85,3.85,1.17
2021-01-11,46.06,3.87,1.16
2021-01-12,46.26,3.89,1.15
2021-01-13,46.19,3.89,1.16
2021-01-14,46.29,3.9,1.15
