Date,P/E,P/B,Div Yield
2021-01-01,,0.67,0.0
2021-01-04,,0.68,0.0
2021-01-05,,0.68,0.0
2021-01-06,,0.68,0.0
2021-01-07,,0.69,0.0
2021-01-08,,0.68,0.0
2021-01-11,,0.67,0.0
2021-01-12,,0.71,0.0
2021-01-13,,0.74,0.0
2021-01-14,,0.74,0.0
