Date,Open,High,Low,Close,Volume,Turnover
2021-01-01,17268.75,17314.2,17177.55,17196.5,68340207,28551500000.0
2021-01-04,17338.6,17338.6,17022.65,17181.65,172472146,54713000000.0
2021-01-05,17094.25,17538.25,17027.75,17513.8,230767590,83509300000.0
2021-01-06,17579.0,17649.05,17405.1,17547.05,257927809,84218100000.0
2021-01-07,17738.25,17781.45,17634.7,17677.75,352250448,79566000000.0
2021-01-08,17872.45,17872.45,17717.55,17756.05,187083161,63007400000.0
2021-01-11,17859.1,17863.55,17615.8,17699.35,133748222,53046800000.0
2021-01-12,17609.8,17868.05,17539.45,17784.05,211990249,71153000000.0
2021-01-13,17885.2,17927.75,17631.45,17803.3,201617723,73895700000.0
