Date,P/E,P/B,Div Yield
2021-01-01,253.47,3.01,1.56
2021-01-04,257.12,3.06,1.54
2021-01-05,259.14,3.08,1.52
2021-01-06,260.07,3.09,1.52
2021-01-07,263.37,3.13,1.5
2021-01-08,266.08,3.16,1.48
2021-01-11,265.7,3.16,1.49
2021-01-12,266.95,3.17,1.48
2021-01-13,265.56,3.16,1.49
2021-01-14,265.78,3.16,1.49
