Date,Open,High,Low,Close,Volume,Turnover
2021-01-01,9214.9,9300.4,9214.2,9272.5,79862452,31203100000.0
2021-01-04,9346.15,9434.35,9267.5,9417.95,164133309,53743000000.0
2021-01-05,9356.9,9431.0,9293.45,9416.05,136135156,44102900000.0
2021-01-06,9424.5,9484.05,9279.05,9379.55,130185749,44178500000.0
2021-01-07,9453.65,9530.6,9406.05,9429.65,162002782,53100800000.0
2021-01-08,9491.45,9767.1,9478.3,9741.25,130177465,66646800000.0
2021-01-11,9789.8,10028.75,9693.7,9995.6,266777952,93001500000.0
2021-01-12,9991.45,10259.1,9975.05,10119.85,524426855,163666400000.0
2021-01-13,10166.15,10269.9,10120.25,10208.55,278435840,105825900000.0
